DATATYPE	 IR Spectrum
XYUNITS	 Wavenumber;PercentTransmittance
DECIMALSYMBOL	 .
1967.00	 98.92
1968.00	 98.99
1969.00	 99.04
1970.00	 99.04
1971.00	 99.01
1972.00	 98.99
1973.00	 99.02
1974.00	 99.07
1975.00	 99.09
1976.00	 99.08
1977.00	 99.05
1978.00	 99.00
1979.00	 98.93
1980.00	 98.86
1981.00	 98.82
1982.00	 98.81
1983.00	 98.81
1984.00	 98.81
1985.00	 98.82
1986.00	 98.84
1987.00	 98.86
1988.00	 98.88
1989.00	 98.90
1990.00	 98.92
1991.00	 98.92
1992.00	 98.89
1993.00	 98.83
1994.00	 98.76
1995.00	 98.70
1996.00	 98.69
1997.00	 98.72
1998.00	 98.76
1999.00	 98.79
2000.00	 98.81
2001.00	 98.84
2002.00	 98.88
2003.00	 98.91
2004.00	 98.91
2005.00	 98.90
2006.00	 98.89
2007.00	 98.90
2008.00	 98.92
2009.00	 98.93
2010.00	 98.89
2011.00	 98.82
2012.00	 98.76
2013.00	 98.76
2014.00	 98.81
2015.00	 98.86
2016.00	 98.89
2017.00	 98.89
2018.00	 98.89
2019.00	 98.91
2020.00	 98.92
2021.00	 98.91
2022.00	 98.88
2023.00	 98.83
2024.00	 98.82
2025.00	 98.83
2026.00	 98.85
2027.00	 98.84
2028.00	 98.82
2029.00	 98.81
2030.00	 98.83
2031.00	 98.87
2032.00	 98.92
2033.00	 98.93
2034.00	 98.90
2035.00	 98.84
2036.00	 98.79
2037.00	 98.78
2038.00	 98.79
2039.00	 98.80
2040.00	 98.79
2041.00	 98.77
2042.00	 98.75
2043.00	 98.71
2044.00	 98.68
2045.00	 98.69
2046.00	 98.73
2047.00	 98.79
2048.00	 98.82
2049.00	 98.79
2050.00	 98.73
2051.00	 98.68
2052.00	 98.68
2053.00	 98.73
2054.00	 98.77
2055.00	 98.78
2056.00	 98.77
2057.00	 98.78
2058.00	 98.80
2059.00	 98.82
2060.00	 98.82
2061.00	 98.83
2062.00	 98.84
2063.00	 98.85
2064.00	 98.85
2065.00	 98.84
2066.00	 98.83
2067.00	 98.82
2068.00	 98.82
2069.00	 98.83
2070.00	 98.83
2071.00	 98.83
2072.00	 98.82
2073.00	 98.82
2074.00	 98.82
2075.00	 98.81
2076.00	 98.79
2077.00	 98.79
2078.00	 98.78
2079.00	 98.79
2080.00	 98.80
2081.00	 98.83
2082.00	 98.86
2083.00	 98.87
2084.00	 98.89
2085.00	 98.89
2086.00	 98.88
2087.00	 98.85
2088.00	 98.82
2089.00	 98.82
2090.00	 98.83
2091.00	 98.85
2092.00	 98.87
2093.00	 98.90
2094.00	 98.92
2095.00	 98.92
2096.00	 98.92
2097.00	 98.91
2098.00	 98.90
2099.00	 98.88
2100.00	 98.88
2101.00	 98.88
2102.00	 98.89
2103.00	 98.88
2104.00	 98.85
2105.00	 98.83
2106.00	 98.83
2107.00	 98.84
2108.00	 98.85
2109.00	 98.86
2110.00	 98.87
2111.00	 98.87
2112.00	 98.87
2113.00	 98.86
2114.00	 98.86
2115.00	 98.86
2116.00	 98.87
2117.00	 98.90
2118.00	 98.94
2119.00	 98.97
2120.00	 98.99
2121.00	 98.99
2122.00	 98.99
2123.00	 98.98
2124.00	 98.98
2125.00	 98.99
2126.00	 98.99
2127.00	 98.99
2128.00	 98.97
2129.00	 98.97
2130.00	 98.98
2131.00	 99.01
2132.00	 99.05
2133.00	 99.09
2134.00	 99.11
2135.00	 99.11
2136.00	 99.08
2137.00	 99.06
2138.00	 99.04
2139.00	 99.04
2140.00	 99.05
2141.00	 99.08
2142.00	 99.10
2143.00	 99.08
2144.00	 99.04
2145.00	 99.01
2146.00	 99.01
2147.00	 99.02
2148.00	 99.00
2149.00	 98.99
2150.00	 98.99
2151.00	 99.04
2152.00	 99.10
2153.00	 99.15
2154.00	 99.17
2155.00	 99.16
2156.00	 99.15
2157.00	 99.15
2158.00	 99.12
2159.00	 99.04
2160.00	 98.91
2161.00	 98.80
2162.00	 98.76
2163.00	 98.77
2164.00	 98.80
2165.00	 98.83
2166.00	 98.84
2167.00	 98.81
2168.00	 98.76
2169.00	 98.74
2170.00	 98.75
2171.00	 98.79
2172.00	 98.84
2173.00	 98.90
2174.00	 98.96
2175.00	 98.99
2176.00	 98.98
2177.00	 98.92
2178.00	 98.84
2179.00	 98.78
2180.00	 98.75
2181.00	 98.75
2182.00	 98.77
2183.00	 98.77
2184.00	 98.75
2185.00	 98.74
2186.00	 98.74
2187.00	 98.74
2188.00	 98.76
2189.00	 98.76
2190.00	 98.74
2191.00	 98.71
2192.00	 98.69
2193.00	 98.70
2194.00	 98.74
2195.00	 98.77
2196.00	 98.79
2197.00	 98.79
2198.00	 98.79
2199.00	 98.78
2200.00	 98.78
2201.00	 98.78
2202.00	 98.77
2203.00	 98.77
2204.00	 98.77
2205.00	 98.78
2206.00	 98.77
2207.00	 98.76
2208.00	 98.76
2209.00	 98.78
2210.00	 98.81
2211.00	 98.85
2212.00	 98.87
2213.00	 98.88
2214.00	 98.88
2215.00	 98.86
2216.00	 98.84
2217.00	 98.83
2218.00	 98.82
2219.00	 98.82
2220.00	 98.83
2221.00	 98.83
2222.00	 98.84
2223.00	 98.83
2224.00	 98.82
2225.00	 98.81
2226.00	 98.80
2227.00	 98.80
2228.00	 98.80
2229.00	 98.81
2230.00	 98.80
2231.00	 98.78
2232.00	 98.75
2233.00	 98.74
2234.00	 98.73
2235.00	 98.74
2236.00	 98.74
2237.00	 98.75
2238.00	 98.76
2239.00	 98.75
2240.00	 98.75
2241.00	 98.74
2242.00	 98.74
2243.00	 98.74
2244.00	 98.74
2245.00	 98.74
2246.00	 98.74
2247.00	 98.73
2248.00	 98.73
2249.00	 98.73
2250.00	 98.74
2251.00	 98.73
2252.00	 98.72
2253.00	 98.71
2254.00	 98.70
2255.00	 98.72
2256.00	 98.73
2257.00	 98.75
2258.00	 98.74
2259.00	 98.72
2260.00	 98.71
2261.00	 98.72
2262.00	 98.72
2263.00	 98.72
2264.00	 98.72
2265.00	 98.72
2266.00	 98.72
2267.00	 98.72
2268.00	 98.71
2269.00	 98.70
2270.00	 98.70
2271.00	 98.68
2272.00	 98.67
2273.00	 98.66
2274.00	 98.65
2275.00	 98.63
2276.00	 98.61
2277.00	 98.60
2278.00	 98.60
2279.00	 98.62
2280.00	 98.63
2281.00	 98.63
2282.00	 98.63
2283.00	 98.62
2284.00	 98.61
2285.00	 98.60
2286.00	 98.60
2287.00	 98.60
2288.00	 98.60
2289.00	 98.60
2290.00	 98.60
2291.00	 98.60
2292.00	 98.60
2293.00	 98.60
2294.00	 98.60
2295.00	 98.60
2296.00	 98.61
2297.00	 98.61
2298.00	 98.62
2299.00	 98.63
2300.00	 98.64
2301.00	 98.64
2302.00	 98.64
2303.00	 98.63
2304.00	 98.62
2305.00	 98.61
2306.00	 98.60
2307.00	 98.60
2308.00	 98.60
2309.00	 98.61
2310.00	 98.61
2311.00	 98.60
2312.00	 98.60
2313.00	 98.58
2314.00	 98.57
2315.00	 98.56
2316.00	 98.55
2317.00	 98.54
2318.00	 98.53
2319.00	 98.52
2320.00	 98.52
2321.00	 98.51
2322.00	 98.49
2323.00	 98.47
2324.00	 98.44
2325.00	 98.42
2326.00	 98.43
2327.00	 98.45
2328.00	 98.49
2329.00	 98.53
2330.00	 98.56
2331.00	 98.58
2332.00	 98.60
2333.00	 98.61
2334.00	 98.60
2335.00	 98.60
2336.00	 98.59
2337.00	 98.59
2338.00	 98.60
2339.00	 98.60
2340.00	 98.61
2341.00	 98.61
2342.00	 98.61
2343.00	 98.61
2344.00	 98.63
2345.00	 98.66
2346.00	 98.69
2347.00	 98.70
2348.00	 98.69
2349.00	 98.67
2350.00	 98.67
2351.00	 98.67
2352.00	 98.68
2353.00	 98.68
2354.00	 98.68
2355.00	 98.68
2356.00	 98.68
2357.00	 98.69
2358.00	 98.69
2359.00	 98.68
2360.00	 98.69
2361.00	 98.70
2362.00	 98.72
2363.00	 98.73
2364.00	 98.74
2365.00	 98.74
2366.00	 98.74
2367.00	 98.74
2368.00	 98.75
2369.00	 98.76
2370.00	 98.77
2371.00	 98.77
2372.00	 98.76
2373.00	 98.76
2374.00	 98.77
2375.00	 98.79
2376.00	 98.81
2377.00	 98.82
2378.00	 98.82
2379.00	 98.82
2380.00	 98.81
2381.00	 98.80
2382.00	 98.79
2383.00	 98.78
2384.00	 98.78
2385.00	 98.78
2386.00	 98.78
2387.00	 98.78
2388.00	 98.78
2389.00	 98.77
2390.00	 98.76
2391.00	 98.76
2392.00	 98.76
2393.00	 98.77
2394.00	 98.79
2395.00	 98.80
2396.00	 98.80
2397.00	 98.80
2398.00	 98.79
2399.00	 98.78
2400.00	 98.77
2401.00	 98.77
2402.00	 98.78
2403.00	 98.78
2404.00	 98.78
2405.00	 98.77
2406.00	 98.76
2407.00	 98.76
2408.00	 98.75
2409.00	 98.75
2410.00	 98.75
2411.00	 98.75
2412.00	 98.73
2413.00	 98.72
2414.00	 98.71
2415.00	 98.71
2416.00	 98.72
2417.00	 98.73
2418.00	 98.73
2419.00	 98.73
2420.00	 98.72
2421.00	 98.72
2422.00	 98.73
2423.00	 98.74
2424.00	 98.74
2425.00	 98.74
2426.00	 98.73
2427.00	 98.73
2428.00	 98.72
2429.00	 98.72
2430.00	 98.73
2431.00	 98.73
2432.00	 98.74
2433.00	 98.74
2434.00	 98.74
2435.00	 98.74
2436.00	 98.74
2437.00	 98.73
2438.00	 98.73
2439.00	 98.73
2440.00	 98.74
2441.00	 98.75
2442.00	 98.76
2443.00	 98.76
2444.00	 98.75
2445.00	 98.75
2446.00	 98.74
2447.00	 98.73
2448.00	 98.73
2449.00	 98.73
2450.00	 98.73
2451.00	 98.72
2452.00	 98.72
2453.00	 98.73
2454.00	 98.72
2455.00	 98.71
2456.00	 98.70
2457.00	 98.69
2458.00	 98.69
2459.00	 98.70
2460.00	 98.70
2461.00	 98.70
2462.00	 98.69
2463.00	 98.69
2464.00	 98.69
2465.00	 98.70
2466.00	 98.70
2467.00	 98.70
2468.00	 98.69
2469.00	 98.69
2470.00	 98.68
2471.00	 98.68
2472.00	 98.67
2473.00	 98.67
2474.00	 98.67
2475.00	 98.68
2476.00	 98.70
2477.00	 98.70
2478.00	 98.70
2479.00	 98.68
2480.00	 98.67
2481.00	 98.66
2482.00	 98.66
2483.00	 98.67
2484.00	 98.68
2485.00	 98.70
2486.00	 98.71
2487.00	 98.71
2488.00	 98.70
2489.00	 98.69
2490.00	 98.67
2491.00	 98.66
2492.00	 98.65
2493.00	 98.64
2494.00	 98.64
2495.00	 98.64
2496.00	 98.65
2497.00	 98.65
2498.00	 98.65
2499.00	 98.65
2500.00	 98.65
2501.00	 98.65
2502.00	 98.66
2503.00	 98.66
2504.00	 98.66
2505.00	 98.66
2506.00	 98.65
2507.00	 98.64
2508.00	 98.62
2509.00	 98.62
2510.00	 98.62
2511.00	 98.63
2512.00	 98.63
2513.00	 98.63
2514.00	 98.62
2515.00	 98.62
2516.00	 98.61
2517.00	 98.61
2518.00	 98.60
2519.00	 98.59
2520.00	 98.60
2521.00	 98.60
2522.00	 98.60
2523.00	 98.59
2524.00	 98.58
2525.00	 98.58
2526.00	 98.58
2527.00	 98.59
2528.00	 98.60
2529.00	 98.61
2530.00	 98.61
2531.00	 98.61
2532.00	 98.60
2533.00	 98.59
2534.00	 98.58
2535.00	 98.58
2536.00	 98.57
2537.00	 98.57
2538.00	 98.57
2539.00	 98.57
2540.00	 98.58
2541.00	 98.58
2542.00	 98.57
2543.00	 98.55
2544.00	 98.54
2545.00	 98.53
2546.00	 98.53
2547.00	 98.51
2548.00	 98.50
2549.00	 98.49
2550.00	 98.48
2551.00	 98.48
2552.00	 98.48
2553.00	 98.48
2554.00	 98.48
2555.00	 98.47
2556.00	 98.47
2557.00	 98.46
2558.00	 98.46
2559.00	 98.47
2560.00	 98.47
2561.00	 98.47
2562.00	 98.47
2563.00	 98.46
2564.00	 98.46
2565.00	 98.46
2566.00	 98.46
2567.00	 98.45
2568.00	 98.45
2569.00	 98.44
2570.00	 98.42
2571.00	 98.41
2572.00	 98.40
2573.00	 98.39
2574.00	 98.38
2575.00	 98.38
2576.00	 98.38
2577.00	 98.39
2578.00	 98.40
2579.00	 98.41
2580.00	 98.41
2581.00	 98.40
2582.00	 98.39
2583.00	 98.38
2584.00	 98.36
2585.00	 98.35
2586.00	 98.34
2587.00	 98.33
2588.00	 98.32
2589.00	 98.32
2590.00	 98.32
2591.00	 98.31
2592.00	 98.30
2593.00	 98.30
2594.00	 98.29
2595.00	 98.28
2596.00	 98.27
2597.00	 98.27
2598.00	 98.26
2599.00	 98.25
2600.00	 98.25
2601.00	 98.24
2602.00	 98.24
2603.00	 98.23
2604.00	 98.22
2605.00	 98.22
2606.00	 98.21
2607.00	 98.21
2608.00	 98.20
2609.00	 98.19
2610.00	 98.18
2611.00	 98.16
2612.00	 98.15
2613.00	 98.14
2614.00	 98.13
2615.00	 98.12
2616.00	 98.12
2617.00	 98.11
2618.00	 98.11
2619.00	 98.09
2620.00	 98.08
2621.00	 98.06
2622.00	 98.05
2623.00	 98.03
2624.00	 98.02
2625.00	 98.01
2626.00	 98.00
2627.00	 97.99
2628.00	 97.99
2629.00	 97.98
2630.00	 97.96
2631.00	 97.94
2632.00	 97.92
2633.00	 97.91
2634.00	 97.91
2635.00	 97.91
2636.00	 97.91
2637.00	 97.91
2638.00	 97.91
2639.00	 97.91
2640.00	 97.91
2641.00	 97.91
2642.00	 97.91
2643.00	 97.91
2644.00	 97.91
2645.00	 97.92
2646.00	 97.92
2647.00	 97.92
2648.00	 97.91
2649.00	 97.91
2650.00	 97.90
2651.00	 97.90
2652.00	 97.89
2653.00	 97.88
2654.00	 97.87
2655.00	 97.87
2656.00	 97.87
2657.00	 97.87
2658.00	 97.87
2659.00	 97.86
2660.00	 97.86
2661.00	 97.86
2662.00	 97.87
2663.00	 97.87
2664.00	 97.88
2665.00	 97.89
2666.00	 97.90
2667.00	 97.90
2668.00	 97.91
2669.00	 97.92
2670.00	 97.92
2671.00	 97.93
2672.00	 97.93
2673.00	 97.93
2674.00	 97.94
2675.00	 97.94
2676.00	 97.95
2677.00	 97.96
2678.00	 97.96
2679.00	 97.97
2680.00	 97.97
2681.00	 97.97
2682.00	 97.97
2683.00	 97.97
2684.00	 97.97
2685.00	 97.97
2686.00	 97.97
2687.00	 97.97
2688.00	 97.97
2689.00	 97.97
2690.00	 97.97
2691.00	 97.96
2692.00	 97.96
2693.00	 97.96
2694.00	 97.95
2695.00	 97.94
2696.00	 97.94
2697.00	 97.94
2698.00	 97.93
2699.00	 97.92
2700.00	 97.92
2701.00	 97.91
2702.00	 97.90
2703.00	 97.89
2704.00	 97.89
2705.00	 97.88
2706.00	 97.87
2707.00	 97.86
2708.00	 97.86
2709.00	 97.85
2710.00	 97.84
2711.00	 97.83
2712.00	 97.82
2713.00	 97.81
2714.00	 97.80
2715.00	 97.79
2716.00	 97.79
2717.00	 97.78
2718.00	 97.77
2719.00	 97.76
2720.00	 97.75
2721.00	 97.74
2722.00	 97.73
2723.00	 97.72
2724.00	 97.71
2725.00	 97.69
2726.00	 97.69
2727.00	 97.68
2728.00	 97.66
2729.00	 97.65
2730.00	 97.64
2731.00	 97.62
2732.00	 97.61
2733.00	 97.61
2734.00	 97.60
2735.00	 97.59
2736.00	 97.58
2737.00	 97.57
2738.00	 97.55
2739.00	 97.55
2740.00	 97.54
2741.00	 97.53
2742.00	 97.53
2743.00	 97.52
2744.00	 97.51
2745.00	 97.50
2746.00	 97.50
2747.00	 97.49
2748.00	 97.48
2749.00	 97.47
2750.00	 97.46
2751.00	 97.44
2752.00	 97.43
2753.00	 97.42
2754.00	 97.41
2755.00	 97.40
2756.00	 97.39
2757.00	 97.37
2758.00	 97.35
2759.00	 97.33
2760.00	 97.30
2761.00	 97.28
2762.00	 97.26
2763.00	 97.24
2764.00	 97.22
2765.00	 97.20
2766.00	 97.18
2767.00	 97.15
2768.00	 97.13
2769.00	 97.10
2770.00	 97.07
2771.00	 97.04
2772.00	 97.01
2773.00	 96.99
2774.00	 96.96
2775.00	 96.93
2776.00	 96.89
2777.00	 96.86
2778.00	 96.83
2779.00	 96.79
2780.00	 96.75
2781.00	 96.71
2782.00	 96.66
2783.00	 96.62
2784.00	 96.57
2785.00	 96.53
2786.00	 96.48
2787.00	 96.43
2788.00	 96.38
2789.00	 96.32
2790.00	 96.26
2791.00	 96.20
2792.00	 96.14
2793.00	 96.08
2794.00	 96.02
2795.00	 95.97
2796.00	 95.92
2797.00	 95.86
2798.00	 95.79
2799.00	 95.73
2800.00	 95.66
2801.00	 95.59
2802.00	 95.51
2803.00	 95.44
2804.00	 95.36
2805.00	 95.28
2806.00	 95.20
2807.00	 95.12
2808.00	 95.04
2809.00	 94.96
2810.00	 94.86
2811.00	 94.76
2812.00	 94.65
2813.00	 94.54
2814.00	 94.41
2815.00	 94.29
2816.00	 94.15
2817.00	 94.01
2818.00	 93.86
2819.00	 93.70
2820.00	 93.54
2821.00	 93.36
2822.00	 93.17
2823.00	 92.96
2824.00	 92.74
2825.00	 92.49
2826.00	 92.22
2827.00	 91.92
2828.00	 91.59
2829.00	 91.23
2830.00	 90.83
2831.00	 90.39
2832.00	 89.89
2833.00	 89.33
2834.00	 88.70
2835.00	 87.97
2836.00	 87.13
2837.00	 86.16
2838.00	 85.03
2839.00	 83.72
2840.00	 82.20
2841.00	 80.44
2842.00	 78.45
2843.00	 76.26
2844.00	 73.97
2845.00	 71.75
2846.00	 69.85
2847.00	 68.56
2848.00	 68.13
2849.00	 68.68
2850.00	 70.14
2851.00	 72.26
2852.00	 74.73
2853.00	 77.25
2854.00	 79.64
2855.00	 81.80
2856.00	 83.70
2857.00	 85.36
2858.00	 86.80
2859.00	 88.02
2860.00	 89.07
2861.00	 89.94
2862.00	 90.66
2863.00	 91.24
2864.00	 91.69
2865.00	 92.04
2866.00	 92.29
2867.00	 92.46
2868.00	 92.56
2869.00	 92.59
2870.00	 92.55
2871.00	 92.44
2872.00	 92.28
2873.00	 92.06
2874.00	 91.79
2875.00	 91.47
2876.00	 91.10
2877.00	 90.67
2878.00	 90.21
2879.00	 89.72
2880.00	 89.21
2881.00	 88.70
2882.00	 88.18
2883.00	 87.66
2884.00	 87.14
2885.00	 86.63
2886.00	 86.12
2887.00	 85.62
2888.00	 85.13
2889.00	 84.64
2890.00	 84.17
2891.00	 83.71
2892.00	 83.26
2893.00	 82.82
2894.00	 82.39
2895.00	 81.96
2896.00	 81.54
2897.00	 81.13
2898.00	 80.71
2899.00	 80.28
2900.00	 79.84
2901.00	 79.37
2902.00	 78.86
2903.00	 78.29
2904.00	 77.66
2905.00	 76.94
2906.00	 76.12
2907.00	 75.19
2908.00	 74.13
2909.00	 72.95
2910.00	 71.65
2911.00	 70.28
2912.00	 68.93
2913.00	 67.70
2914.00	 66.76
2915.00	 66.24
2916.00	 66.26
2917.00	 66.83
2918.00	 67.90
2919.00	 69.33
2920.00	 70.99
2921.00	 72.73
2922.00	 74.48
2923.00	 76.18
2924.00	 77.79
2925.00	 79.31
2926.00	 80.72
2927.00	 82.03
2928.00	 83.25
2929.00	 84.38
2930.00	 85.43
2931.00	 86.41
2932.00	 87.34
2933.00	 88.21
2934.00	 89.02
2935.00	 89.78
2936.00	 90.49
2937.00	 91.15
2938.00	 91.76
2939.00	 92.34
2940.00	 92.87
2941.00	 93.36
2942.00	 93.81
2943.00	 94.22
2944.00	 94.59
2945.00	 94.92
2946.00	 95.21
2947.00	 95.46
2948.00	 95.68
2949.00	 95.86
2950.00	 96.02
2951.00	 96.16
2952.00	 96.28
2953.00	 96.39
2954.00	 96.48
2955.00	 96.56
2956.00	 96.63
2957.00	 96.70
2958.00	 96.78
2959.00	 96.85
2960.00	 96.93
2961.00	 97.01
2962.00	 97.09
2963.00	 97.16
2964.00	 97.23
2965.00	 97.29
2966.00	 97.36
2967.00	 97.43
2968.00	 97.50
2969.00	 97.57
2970.00	 97.64
2971.00	 97.70
2972.00	 97.76
2973.00	 97.82
2974.00	 97.87
2975.00	 97.93
2976.00	 97.98
2977.00	 98.03
2978.00	 98.06
2979.00	 98.09
2980.00	 98.11
2981.00	 98.13
2982.00	 98.15
2983.00	 98.17
2984.00	 98.19
2985.00	 98.21
2986.00	 98.23
2987.00	 98.25
2988.00	 98.27
2989.00	 98.29
2990.00	 98.31
2991.00	 98.33
2992.00	 98.34
2993.00	 98.35
2994.00	 98.36
2995.00	 98.36
2996.00	 98.36
2997.00	 98.37
2998.00	 98.37
2999.00	 98.38
3000.00	 98.38
3001.00	 98.39
3002.00	 98.39
3003.00	 98.40
3004.00	 98.41
3005.00	 98.41
3006.00	 98.41
3007.00	 98.42
3008.00	 98.42
3009.00	 98.43
3010.00	 98.45
3011.00	 98.46
3012.00	 98.46
3013.00	 98.46
3014.00	 98.46
3015.00	 98.46
3016.00	 98.46
3017.00	 98.47
3018.00	 98.47
3019.00	 98.47
3020.00	 98.48
3021.00	 98.48
3022.00	 98.49
3023.00	 98.49
3024.00	 98.49
3025.00	 98.48
3026.00	 98.48
3027.00	 98.48
3028.00	 98.48
3029.00	 98.49
3030.00	 98.49
3031.00	 98.50
3032.00	 98.50
3033.00	 98.50
3034.00	 98.50
3035.00	 98.49
3036.00	 98.49
3037.00	 98.50
3038.00	 98.50
3039.00	 98.51
3040.00	 98.52
3041.00	 98.53
3042.00	 98.54
3043.00	 98.55
3044.00	 98.56
3045.00	 98.56
3046.00	 98.56
3047.00	 98.55
3048.00	 98.55
3049.00	 98.55
3050.00	 98.55
3051.00	 98.56
3052.00	 98.56
3053.00	 98.57
3054.00	 98.58
3055.00	 98.58
3056.00	 98.58
3057.00	 98.57
3058.00	 98.56
3059.00	 98.56
3060.00	 98.56
3061.00	 98.56
3062.00	 98.57
3063.00	 98.58
3064.00	 98.59
3065.00	 98.60
3066.00	 98.61
3067.00	 98.62
3068.00	 98.63
3069.00	 98.63
3070.00	 98.63
3071.00	 98.63
3072.00	 98.62
3073.00	 98.62
3074.00	 98.61
3075.00	 98.61
3076.00	 98.61
3077.00	 98.60
3078.00	 98.60
3079.00	 98.60
3080.00	 98.60
3081.00	 98.60
3082.00	 98.60
3083.00	 98.60
3084.00	 98.61
3085.00	 98.61
3086.00	 98.61
3087.00	 98.62
3088.00	 98.61
3089.00	 98.61
3090.00	 98.61
3091.00	 98.61
3092.00	 98.60
3093.00	 98.60
3094.00	 98.61
3095.00	 98.62
3096.00	 98.63
3097.00	 98.64
3098.00	 98.64
3099.00	 98.65
3100.00	 98.65
3101.00	 98.65
3102.00	 98.65
3103.00	 98.65
3104.00	 98.65
3105.00	 98.65
3106.00	 98.66
3107.00	 98.66
3108.00	 98.66
3109.00	 98.66
3110.00	 98.66
3111.00	 98.66
3112.00	 98.66
3113.00	 98.66
3114.00	 98.66
3115.00	 98.66
3116.00	 98.66
3117.00	 98.67
3118.00	 98.67
3119.00	 98.67
3120.00	 98.68
3121.00	 98.68
3122.00	 98.68
3123.00	 98.68
3124.00	 98.68
3125.00	 98.68
3126.00	 98.68
3127.00	 98.68
3128.00	 98.68
3129.00	 98.67
3130.00	 98.66
3131.00	 98.66
3132.00	 98.67
3133.00	 98.67
3134.00	 98.68
3135.00	 98.68
3136.00	 98.68
3137.00	 98.68
3138.00	 98.67
3139.00	 98.67
3140.00	 98.66
3141.00	 98.66
3142.00	 98.65
3143.00	 98.65
3144.00	 98.65
3145.00	 98.65
3146.00	 98.65
3147.00	 98.65
3148.00	 98.65
3149.00	 98.65
3150.00	 98.65
3151.00	 98.65
3152.00	 98.66
3153.00	 98.66
3154.00	 98.65
3155.00	 98.64
3156.00	 98.64
3157.00	 98.64
3158.00	 98.64
3159.00	 98.64
3160.00	 98.64
3161.00	 98.62
3162.00	 98.61
3163.00	 98.59
3164.00	 98.58
3165.00	 98.58
3166.00	 98.58
3167.00	 98.60
3168.00	 98.60
3169.00	 98.61
3170.00	 98.60
3171.00	 98.59
3172.00	 98.59
3173.00	 98.58
3174.00	 98.58
3175.00	 98.58
3176.00	 98.57
3177.00	 98.57
3178.00	 98.57
3179.00	 98.57
3180.00	 98.57
3181.00	 98.57
3182.00	 98.57
3183.00	 98.56
3184.00	 98.55
3185.00	 98.55
3186.00	 98.54
3187.00	 98.54
3188.00	 98.54
3189.00	 98.54
3190.00	 98.54
3191.00	 98.54
3192.00	 98.53
3193.00	 98.53
3194.00	 98.53
3195.00	 98.54
3196.00	 98.55
3197.00	 98.55
3198.00	 98.55
3199.00	 98.54
3200.00	 98.53
3201.00	 98.53
3202.00	 98.52
3203.00	 98.52
3204.00	 98.52
3205.00	 98.52
3206.00	 98.52
3207.00	 98.52
3208.00	 98.52
3209.00	 98.52
3210.00	 98.51
3211.00	 98.50
3212.00	 98.49
3213.00	 98.49
3214.00	 98.50
3215.00	 98.50
3216.00	 98.50
3217.00	 98.50
3218.00	 98.50
3219.00	 98.50
3220.00	 98.50
3221.00	 98.50
3222.00	 98.50
3223.00	 98.50
3224.00	 98.49
3225.00	 98.49
3226.00	 98.50
3227.00	 98.50
3228.00	 98.50
3229.00	 98.50
3230.00	 98.50
3231.00	 98.50
3232.00	 98.49
3233.00	 98.50
3234.00	 98.49
3235.00	 98.49
3236.00	 98.49
3237.00	 98.48
3238.00	 98.49
3239.00	 98.49
3240.00	 98.49
3241.00	 98.48
3242.00	 98.48
3243.00	 98.47
3244.00	 98.46
3245.00	 98.46
3246.00	 98.45
3247.00	 98.45
3248.00	 98.45
3249.00	 98.45
3250.00	 98.45
3251.00	 98.45
3252.00	 98.45
3253.00	 98.45
3254.00	 98.45
3255.00	 98.45
3256.00	 98.45
3257.00	 98.45
3258.00	 98.45
3259.00	 98.44
3260.00	 98.44
3261.00	 98.43
3262.00	 98.43
3263.00	 98.42
3264.00	 98.42
3265.00	 98.42
3266.00	 98.43
3267.00	 98.44
3268.00	 98.44
3269.00	 98.44
3270.00	 98.44
3271.00	 98.43
3272.00	 98.43
3273.00	 98.42
3274.00	 98.42
3275.00	 98.42
3276.00	 98.42
3277.00	 98.42
3278.00	 98.42
3279.00	 98.42
3280.00	 98.41
3281.00	 98.40
3282.00	 98.39
3283.00	 98.39
3284.00	 98.38
3285.00	 98.39
3286.00	 98.39
3287.00	 98.39
3288.00	 98.39
3289.00	 98.39
3290.00	 98.39
3291.00	 98.39
3292.00	 98.39
3293.00	 98.40
3294.00	 98.40
3295.00	 98.40
3296.00	 98.40
3297.00	 98.40
3298.00	 98.39
3299.00	 98.39
3300.00	 98.38
3301.00	 98.38
3302.00	 98.38
3303.00	 98.38
3304.00	 98.38
3305.00	 98.39
3306.00	 98.39
3307.00	 98.39
3308.00	 98.38
3309.00	 98.37
3310.00	 98.36
3311.00	 98.36
3312.00	 98.36
3313.00	 98.36
3314.00	 98.36
3315.00	 98.36
3316.00	 98.36
3317.00	 98.35
3318.00	 98.34
3319.00	 98.33
3320.00	 98.33
3321.00	 98.33
3322.00	 98.34
3323.00	 98.35
3324.00	 98.35
3325.00	 98.36
3326.00	 98.36
3327.00	 98.35
3328.00	 98.35
3329.00	 98.34
3330.00	 98.34
3331.00	 98.34
3332.00	 98.34
3333.00	 98.34
3334.00	 98.34
3335.00	 98.34
3336.00	 98.34
3337.00	 98.33
3338.00	 98.33
3339.00	 98.32
3340.00	 98.32
3341.00	 98.31
3342.00	 98.31
3343.00	 98.31
3344.00	 98.31
3345.00	 98.31
3346.00	 98.31
3347.00	 98.32
3348.00	 98.32
3349.00	 98.32
3350.00	 98.32
3351.00	 98.32
3352.00	 98.31
3353.00	 98.30
3354.00	 98.29
3355.00	 98.29
3356.00	 98.28
3357.00	 98.29
3358.00	 98.29
3359.00	 98.30
3360.00	 98.30
